,Constituency_No,Position,Candidate,Sex,Party,Votes,Age,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_ID,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Education_Qualification,Main_Profession,Main_Profession_Desc,Second_Profession,Second_Profession_Desc,Result
845,41,15,K.SAKTHIVEL NATHAN,M,IND,48,48.0,207462,268593,RANIPET,GEN,VELLORE,CHENNAI CITY REGION,14,77.24,0.02,yes,0,0.0,2.33,AETN191187,10809,4.0,IND,10809.0,RANIPET,True,True,0.0,False,False,True,12th Pass,Labourer or Daily Wage,,,,Lost
846,42,1,J.L.Eswarappan,M,DMK,103885,42.0,209791,263490,ARCOT,GEN,VELLORE,CHENNAI CITY REGION,12,79.62,49.52,no,19958,9.51,2.44,AETN187562,10192,2.0,DMK,10192.0,ARCOT,True,True,2.0,False,True,True,Graduate Professional,Other,,,,Won
847,42,2,Elavazagan.K.L,M,PMK,83927,52.0,209791,263490,ARCOT,GEN,VELLORE,CHENNAI CITY REGION,12,79.62,40.01,no,71839,34.24,2.44,AETN198832,11891,5.0,PMK,11891.0,ANAIKATTU,False,True,1.0,False,False,True,10th Pass,Retired or Pension,,,,Lost
848,42,3,R.Kathiravan,M,NTK,12088,29.0,209791,263490,ARCOT,GEN,VELLORE,CHENNAI CITY REGION,12,79.62,5.76,yes,9228,4.4,2.44,AETN273432,5533,1.0,,,,,,0.0,False,False,False,12th Pass,Other,,,,Lost
849,42,4,A.R.Mohamed Raffi,M,MNM,2860,39.0,209791,263490,ARCOT,GEN,VELLORE,CHENNAI CITY REGION,12,79.62,1.36,yes,607,0.29,2.44,AETN273434,24404,1.0,,,,,,0.0,False,False,False,Others,Other,,,,Lost
850,42,5,None Of The Above,,NOTA,2253,,209791,263490,ARCOT,GEN,VELLORE,CHENNAI CITY REGION,12,79.62,1.07,,63,0.03,2.44,,5897,,,,,,,,,,,,,,,,
851,42,6,N.Janarthanan,M,AMMK,2190,57.0,209791,263490,ARCOT,GEN,VELLORE,CHENNAI CITY REGION,12,79.62,1.04,yes,1408,0.67,2.44,AETN273436,24338,1.0,,,,,,0.0,False,False,False,10th Pass,Business,,,,Lost
852,42,7,A.C.Kesavan,M,BSP,782,64.0,209791,263490,ARCOT,GEN,VELLORE,CHENNAI CITY REGION,12,79.62,0.37,yes,325,0.15,2.44,AETN273431,16651,1.0,,,,,,0.0,False,False,False,10th Pass,Other,,,,Lost
853,42,8,K.Manigandan,M,IND,457,42.0,209791,263490,ARCOT,GEN,VELLORE,CHENNAI CITY REGION,12,79.62,0.22,yes,60,0.03,2.44,AETN273439,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Business,,,,Lost
854,42,9,H.Mohamed Ghouse,M,Tipu Sultan Party,397,38.0,209791,263490,ARCOT,GEN,VELLORE,CHENNAI CITY REGION,12,79.62,0.19,yes,15,0.01,2.44,AETN273433,24557,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
855,42,10,Vasanthakumar,M,IND,382,41.0,209791,263490,ARCOT,GEN,VELLORE,CHENNAI CITY REGION,12,79.62,0.18,yes,151,0.07,2.44,AETN273440,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Agriculture,,,,Lost
856,42,11,T.D.Shanmugam,M,IND,231,63.0,209791,263490,ARCOT,GEN,VELLORE,CHENNAI CITY REGION,12,79.62,0.11,yes,47,0.02,2.44,AETN273438,10809,1.0,,,,,,0.0,False,False,False,Graduate,Business,,,,Lost
857,42,12,Munivel.S,M,National Democratic Party of South India,184,45.0,209791,263490,ARCOT,GEN,VELLORE,CHENNAI CITY REGION,12,79.62,0.09,yes,29,0.01,2.44,AETN273435,24302,1.0,,,,,,0.0,False,False,False,10th Pass,Business,,,,Lost
858,42,13,P.Eswaran,M,IND,155,47.0,209791,263490,ARCOT,GEN,VELLORE,CHENNAI CITY REGION,12,79.62,0.07,yes,0,0.0,2.44,AETN273437,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Small Business or Self-employed,,,,Lost
859,43,1,Karthikeyan .P,M,DMK,84299,59.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,46.86,no,9181,5.1,2.56,AETN273442,10192,1.0,,,,,,1.0,False,False,False,5th Pass,Other,,,,Won
860,43,2,Appu S.R.K,M,ADMK,75118,43.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,41.76,no,66588,37.01,2.56,AETN273441,930,1.0,,,,,,0.0,False,False,False,Graduate,Business,,,,Lost
861,43,3,Poonkundran .N,M,NTK,8530,44.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,4.74,yes,1287,0.72,2.56,AETN273447,5533,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
862,43,4,Vikram Chakravarthy .G,M,MNM,7243,43.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,4.03,yes,5802,3.23,2.56,AETN273449,24404,1.0,,,,,,0.0,False,False,False,12th Pass,Other,,,,Lost
863,43,5,None Of The Above,,NOTA,1441,,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,0.8,,513,0.29,2.56,,5897,,,,,,,,,,,,,,,,
864,43,6,Naresh Kumar .R,M,Tamil Nadu Ilangyar Katchi,928,29.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,0.52,yes,63,0.04,2.56,GETN272714,24405,1.0,,,,,,0.0,False,False,False,Others,Other,,,,Lost
865,43,7,Dharmalingam .V.D,M,AMMK,865,72.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,0.48,yes,498,0.28,2.56,AETN273445,24338,1.0,,,,,,0.0,False,False,False,Illiterate,Other,,,,Lost
866,43,8,Vishnumohan .E,M,IND,367,45.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,0.2,yes,143,0.08,2.56,AETN273457,10809,1.0,,,,,,0.0,False,False,False,Graduate,Other,,,,Lost
867,43,9,Vijayaraj .K,M,IND,224,45.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,0.12,yes,22,0.01,2.56,AETN273456,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Agriculture,,,,Lost
868,43,10,Senthilkumar .P,M,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,202,30.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,0.11,yes,15,0.01,2.56,AETN273443,24301,1.0,,,,,,0.0,False,False,False,5th Pass,Other,,,,Lost
869,43,11,Syed Jalaluddin .M,M,Tipu Sultan Party,187,38.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,0.1,yes,49,0.03,2.56,AETN273444,24557,1.0,,,,,,0.0,False,False,False,12th Pass,Business,,,,Lost
870,43,12,Panneer Sevlan .N,M,IND,138,57.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,0.08,yes,47,0.03,2.56,AETN273455,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Liberal Profession or Professional,Journalist or Editor,,,Lost
871,43,13,Naseer K,M,IND,91,42.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,0.05,yes,24,0.01,2.56,AETN273454,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Business,,,,Lost
872,43,14,Manogaran S,M,Kamarajar Deseeya Congress,67,60.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,0.04,yes,0,0.0,2.56,AETN273448,11350,1.0,,,,,,0.0,False,False,False,5th Pass,Other,,,,Lost
873,43,15,Srinivasan .N,M,IND,67,45.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,0.04,yes,13,0.01,2.56,AETN273453,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Liberal Profession or Professional,Lawyer,,,Lost
874,43,16,Sathishkumar .S,M,IND,54,33.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,0.03,yes,12,0.01,2.56,AETN273452,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Salaried Work or Employed,Qualified Professional,,,Lost
875,43,17,Karthikeyan .R,M,IND,42,44.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,0.02,yes,6,0.0,2.56,AETN273451,10809,1.0,,,,,,0.0,False,False,False,,,,,,Lost
876,43,18,Karthick .E,M,IND,36,39.0,179899,256083,VELLORE,GEN,VELLORE,CHENNAI CITY REGION,17,70.25,0.02,yes,0,0.0,2.56,AETN273450,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Business,,,,Lost
877,44,1,A.P.Nandakumar,M,DMK,95159,52.0,197805,256722,ANAIKATTU,GEN,VELLORE,CHENNAI CITY REGION,13,77.05,48.11,no,6360,3.22,2.33,AETN187592,10192,2.0,DMK,10192.0,ANAIKATTU,True,True,2.0,False,True,True,12th Pass,Business,Hospitality,,,Won
878,44,2,D.Velazhagan,M,ADMK,88799,51.0,197805,256722,ANAIKATTU,GEN,VELLORE,CHENNAI CITY REGION,13,77.05,44.89,no,80674,40.78,2.33,AETN273458,930,1.0,,,,,,0.0,False,False,False,10th Pass,Business,Contractor,,,Lost
879,44,3,A.Sumithra,F,NTK,8125,34.0,197805,256722,ANAIKATTU,GEN,VELLORE,CHENNAI CITY REGION,13,77.05,4.11,yes,6334,3.2,2.33,AETN273460,5533,1.0,,,,,,0.0,False,False,False,8th Pass,Other,Household,,,Lost
880,44,4,None Of The Above,,NOTA,1791,,197805,256722,ANAIKATTU,GEN,VELLORE,CHENNAI CITY REGION,13,77.05,0.91,,434,0.22,2.33,,5897,,,,,,,,,,,,,,,,
881,44,5,M.Senthil Kumar,M,IND,1357,42.0,197805,256722,ANAIKATTU,GEN,VELLORE,CHENNAI CITY REGION,13,77.05,0.69,yes,217,0.11,2.33,AETN273465,10809,1.0,,,,,,0.0,False,False,False,Graduate,Business,Transport,,,Lost
882,44,6,V.D.Sathish Kumar,M,AMMK,1140,30.0,197805,256722,ANAIKATTU,GEN,VELLORE,CHENNAI CITY REGION,13,77.05,0.58,yes,672,0.34,2.33,AETN273459,24338,1.0,,,,,,0.0,False,False,False,12th Pass,Other,,,,Lost
883,44,7,P Venkatesan,M,IND,468,46.0,197805,256722,ANAIKATTU,GEN,VELLORE,CHENNAI CITY REGION,13,77.05,0.24,yes,140,0.07,2.33,AETN273469,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Labourer or Daily Wage,,,,Lost
884,44,8,K.Rajasekar,M,IJK,328,29.0,197805,256722,ANAIKATTU,GEN,VELLORE,CHENNAI CITY REGION,13,77.05,0.17,yes,149,0.08,2.33,AETN273461,3969,1.0,,,,,,0.0,False,False,False,12th Pass,Business,,,,Lost
885,44,9,M RajBabu,M,IND,179,36.0,197805,256722,ANAIKATTU,GEN,VELLORE,CHENNAI CITY REGION,13,77.05,0.09,yes,29,0.01,2.33,AETN273468,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Agricultural Labour,,,,Lost
