Constituency_No,Position,Candidate,Sex,Party,Votes,Age,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_ID,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Education_Qualification,Main_Profession,Main_Profession_Desc,Second_Profession,Second_Profession_Desc,Result,Invalid_Votes
156,1,M.R.K.PANNEERSELVAM,M,DMK,101456,63.0,198781,242238,KURINJIPADI,GEN,CUDDALORE,CENTRAL REGION,12,82.06,51.04,no,17527,8.82,2.27,AETN199240,10192,7.0,DMK,10192.0,KURINJIPADI,True,True,5.0,False,True,True,Graduate Professional,Agriculture,,,,Won,43457
156,2,SELVI RAMAJAYAM,F,ADMK,83929,55.0,198781,242238,KURINJIPADI,GEN,CUDDALORE,CENTRAL REGION,12,82.06,42.22,no,75417,37.94,2.27,AETN189352,930,3.0,ADMK,930.0,BHUVANAGIRI,False,True,1.0,False,False,True,10th Pass,Politics,Party Worker,,,Lost,43457
156,12,N.MUTHAZHAGAN,M,IND,124,50.0,198781,242238,KURINJIPADI,GEN,CUDDALORE,CENTRAL REGION,12,82.06,0.06,yes,32,0.02,2.27,AETN199247,10809,2.0,IND,10809.0,KURINJIPADI,True,True,0.0,False,False,False,12th Pass,Agriculture,,,,Lost,43457
157,2,Saravanan. Durai.K,M,DMK,88194,54.0,197165,250941,BHUVANAGIRI,GEN,CUDDALORE,CENTRAL REGION,14,78.57,44.73,no,81236,41.2,2.27,AETN196891,10192,3.0,DMK,10192.0,BHUVANAGIRI,True,True,2.0,False,True,True,Post Graduate,Business,"Real Estate or Builder or Developer or Construction, Private Company",,,Lost,53776
157,3,Rathinavel. R.,M,NTK,6958,45.0,197165,250941,BHUVANAGIRI,GEN,CUDDALORE,CENTRAL REGION,14,78.57,3.53,yes,4488,2.28,2.27,AETN189356,5533,2.0,NTK,5533.0,BHUVANAGIRI,True,True,0.0,False,False,True,10th Pass,Business,,,,Lost,53776
158,1,K.A. PANDIAN,M,ADMK,91961,60.0,183352,254903,CHIDAMBARAM,GEN,CUDDALORE,CENTRAL REGION,11,71.93,50.16,no,16937,9.24,2.38,AETN189368,930,2.0,ADMK,930.0,CHIDAMBARAM,True,True,2.0,False,True,True,Post Graduate,Politics,MLA,,,Won,71551
158,10,C. VINOBA,M,IND,245,49.0,183352,254903,CHIDAMBARAM,GEN,CUDDALORE,CENTRAL REGION,11,71.93,0.13,yes,3,0.0,2.38,AETN192519,10809,4.0,IND,10809.0,CHIDAMBARAM,True,True,0.0,False,False,True,10th Pass,Agriculture,,,,Lost,71551
159,1,SINTHANAI SELVAN,M,VCK,86056,55.0,175561,231397,KATTUMANNARKOIL,SC,CUDDALORE,CENTRAL REGION,13,75.87,49.02,no,10565,6.02,2.38,AETN194150,8488,3.0,VCK,8488.0,BHUVANAGIRI,False,True,1.0,False,False,True,Others,Social Work,,,,Won,55836
159,2,N. MURUGUMARAN,M,ADMK,75491,50.0,175561,231397,KATTUMANNARKOIL,SC,CUDDALORE,CENTRAL REGION,13,75.87,43.0,no,68685,39.12,2.38,AETN189381,930,3.0,ADMK,930.0,KATTUMANNARKOIL,True,True,2.0,False,True,True,Graduate Professional,Politics,MLA,,,Lost,55836
160,2,P.V.BHARATHI,M,ADMK,81909,62.0,191325,255406,SIRKALI,SC,NAGAPATTINAM,CENTRAL REGION,10,74.91,42.81,no,70896,37.06,2.38,AETN189391,930,2.0,ADMK,930.0,SIRKAZHI,True,True,1.0,False,True,True,Graduate,Other,,,,Lost,64081
161,15,Thimothy.T,M,IND,138,59.0,174640,248987,MAYILADUTHURAI,GEN,NAGAPATTINAM,CENTRAL REGION,14,70.14,0.08,yes,0,0.0,2.86,AETN192555,10809,2.0,IND,10809.0,MAYILADUTHURAI,True,True,0.0,False,False,False,5th Pass,Social Work,,,,Lost,74347
162,2,S.Pavunraj,M,ADMK,92803,64.0,207838,276417,POOMPUHAR,GEN,NAGAPATTINAM,CENTRAL REGION,9,75.19,44.65,no,77980,37.52,2.38,AETN192557,930,3.0,ADMK,930.0,POOMPUHAR,True,True,2.0,False,True,True,10th Pass,Politics,MLA,,,Lost,68579
162,7,T. Ilanchezhian,M,BSP,500,45.0,207838,276417,POOMPUHAR,GEN,NAGAPATTINAM,CENTRAL REGION,9,75.19,0.24,yes,157,0.08,2.38,AETN189416,16651,3.0,BSP,16651.0,POOMPUHAR,True,True,0.0,False,False,True,Graduate,Agriculture,,,,Lost,68579
163,1,J. Mohamed Shanavas,M,VCK,66281,39.0,143560,199472,NAGAPATTINAM,GEN,NAGAPATTINAM,CENTRAL REGION,13,71.97,46.17,no,7238,5.04,2.63,AETN189231,8488,2.0,VCK,8488.0,KUNNAM,False,True,1.0,False,False,True,12th Pass,Liberal Profession or Professional,Author,,,Won,55912
163,10,N P Bhashgaran,M,IND,184,51.0,143560,199472,NAGAPATTINAM,GEN,NAGAPATTINAM,CENTRAL REGION,13,71.97,0.13,yes,71,0.05,2.63,AETN189428,10809,2.0,IND,10809.0,NAGAPATTINAM,True,True,0.0,False,False,True,,,,,,Lost,55912
163,13,S. Prem,M,IND,105,39.0,143560,199472,NAGAPATTINAM,GEN,NAGAPATTINAM,CENTRAL REGION,13,71.97,0.07,yes,7,0.0,2.63,GETN270347,10809,2.0,IND,10809.0,NAGAPATTINAM,True,True,0.0,False,False,True,8th Pass,Labourer or Daily Wage,Taxi Driver,,,Lost,55912
164,1,NAGAIMAALI V P,M,CPM,67988,65.0,142995,180026,KILVELUR,SC,NAGAPATTINAM,CENTRAL REGION,10,79.43,47.55,no,16985,11.88,2.7,AETN189442,14635,2.0,CPM,14635.0,KILVELUR,True,True,1.0,False,False,True,Graduate Professional,Other,,,,Won,37031
164,2,VADIVEL RAVANAN  S,M,PMK,51003,69.0,142995,180026,KILVELUR,SC,NAGAPATTINAM,CENTRAL REGION,10,79.43,35.67,no,35830,25.06,2.7,AETN203812,11891,4.0,PMK,11891.0,VANDAVASI,False,True,0.0,False,False,True,10th Pass,Agricultural Labour,,,,Lost,37031
165,1,O.S.MANIAN,M,ADMK,78719,66.0,158060,196104,VEDARANYAM,GEN,NAGAPATTINAM,CENTRAL REGION,12,80.6,49.8,no,12329,7.8,2.33,GETN10745,930,4.0,ADMK,930.0,VEDARANYAM,True,True,2.0,False,True,True,Others,Former Government,,Politics,Ex MP,Won,38044
165,2,S.K.VETHARATHINAM,M,DMK,66390,62.0,158060,196104,VEDARANYAM,GEN,NAGAPATTINAM,CENTRAL REGION,12,80.6,42.0,no,57284,36.24,2.33,AETN189451,10192,2.0,BJP,1605.0,VEDARANYAM,True,False,0.0,True,False,True,10th Pass,Agriculture,,,,Lost,38044
165,3,K.RAJENDRAN,M,NTK,9106,46.0,158060,196104,VEDARANYAM,GEN,NAGAPATTINAM,CENTRAL REGION,12,80.6,5.76,yes,7822,4.95,2.33,AETN189454,5533,2.0,NTK,5533.0,VEDARANYAM,True,True,0.0,False,False,True,Others,Small Business or Self-employed,Shop Keeper,,,Lost,38044
165,9,V.VEERAKUMAR,M,IND,297,32.0,158060,196104,VEDARANYAM,GEN,NAGAPATTINAM,CENTRAL REGION,12,80.6,0.19,yes,154,0.1,2.33,AETN189456,10809,2.0,IND,10809.0,VEDARANYAM,True,True,0.0,False,False,True,5th Pass,Agriculture,,,,Lost,38044
165,11,Dr.T.SUNDARAVADIVELAN,M,SHS,91,44.0,158060,196104,VEDARANYAM,GEN,NAGAPATTINAM,CENTRAL REGION,12,80.6,0.06,yes,15,0.01,2.33,AETN189431,18691,2.0,SHS,18691.0,NAGAPATTINAM,False,True,0.0,False,False,True,12th Pass,Business,,,,Lost,38044
165,13,R.RAMAMURTHY,M,IND,65,66.0,158060,196104,VEDARANYAM,GEN,NAGAPATTINAM,CENTRAL REGION,12,80.6,0.04,yes,0,0.0,2.33,AETN271993,10809,5.0,IND,10809.0,VEDARANYAM,True,True,0.0,False,False,True,Graduate,Agriculture,,,,Lost,38044
167,1,RAJAA T R B,M,DMK,87172,44.0,193229,259926,MANNARGUDI,GEN,TIRUVARUR,CENTRAL REGION,10,74.34,45.11,no,37393,19.35,3.23,AETN192598,10192,3.0,DMK,10192.0,MANNARGUDI,True,True,3.0,False,True,True,Post Graduate,Business,Real Estate or Builder or Developer or Construction,Agriculture,,Won,66697
167,2,RAJAMANICKAM  SIVA,M,ADMK,49779,75.0,193229,259926,MANNARGUDI,GEN,TIRUVARUR,CENTRAL REGION,10,74.34,25.76,no,9298,4.81,3.23,AETN192599,930,2.0,ADMK,930.0,MANNARGUDI,True,True,0.0,False,False,False,10th Pass,Other,,,,Lost,66697
167,10,MARIMUTHU A.V.M,M,IND,125,62.0,193229,259926,MANNARGUDI,GEN,TIRUVARUR,CENTRAL REGION,10,74.34,0.06,yes,28,0.01,3.23,AETN189477,10809,2.0,IND,10809.0,MANNARGUDI,True,True,0.0,False,False,True,5th Pass,Agriculture,,,,Lost,66697
168,1,KALAIVANAN  POONDI  K.,M,DMK,108906,56.0,208290,284354,THIRUVARUR,GEN,TIRUVARUR,CENTRAL REGION,13,73.25,52.29,no,51174,24.57,2.7,AETN276668,10192,2.0,DMK,10192.0,THIRUVARUR,True,True,2.0,False,True,True,12th Pass,Agriculture,,,,Won,76064
168,3,VINOTHINI R.,F,NTK,26300,30.0,208290,284354,THIRUVARUR,GEN,TIRUVARUR,CENTRAL REGION,13,73.25,12.63,yes,19936,9.57,2.7,AETN276671,5533,2.0,NTK,5533.0,THIRUVARUR,True,True,0.0,False,False,True,Post Graduate,Other,Household,,,Lost,76064
168,12,MUTHARASAN S.,M,IND,202,35.0,208290,284354,THIRUVARUR,GEN,TIRUVARUR,CENTRAL REGION,13,73.25,0.1,yes,39,0.02,2.7,AETN192615,10809,2.0,IND,10809.0,THIRUVARUR,True,True,0.0,False,False,False,5th Pass,Small Business or Self-employed,,,,Lost,76064
168,14,ANBAZHAGAN T.,M,IND,103,40.0,208290,284354,THIRUVARUR,GEN,TIRUVARUR,CENTRAL REGION,13,73.25,0.05,yes,0,0.0,2.7,AETN192621,10809,3.0,IND,10809.0,THIRUVARUR,True,True,0.0,False,False,True,Others,Agricultural Labour,,,,Lost,76064
169,1,KAMARAJ R,M,ADMK,103637,60.0,221944,273734,NANNILAM,GEN,TIRUVARUR,CENTRAL REGION,15,81.08,46.7,no,4424,1.99,2.38,AETN195588,930,4.0,ADMK,930.0,NANNILAM,True,True,3.0,False,True,True,Post Graduate,Agriculture,,,,Won,51790
169,13,PANASAIARAGAN K N,M,Desiya Makkal Sakthi Katchi,111,58.0,221944,273734,NANNILAM,GEN,TIRUVARUR,CENTRAL REGION,15,81.08,0.05,yes,30,0.01,2.38,AETN192627,2953,2.0,IND,10809.0,NANNILAM,True,False,0.0,False,False,False,10th Pass,Other,,,,Lost,51790
170,1,"CHEZHIAAN,  GOVI.",M,DMK,95763,54.0,198446,261940,THIRUVIDAMARUDUR,SC,THANJAVUR,CENTRAL REGION,14,75.76,48.26,no,10680,5.38,2.44,AETN192631,10192,3.0,DMK,10192.0,THIRUVIDAIMARUDUR,True,True,3.0,False,True,True,,,,,,Won,63494
170,5,"KUDANTHAI ARASAN, J.",M,AMMK,1746,48.0,198446,261940,THIRUVIDAMARUDUR,SC,THANJAVUR,CENTRAL REGION,14,75.76,0.88,yes,506,0.25,2.44,AETN192633,24338,2.0,IND,10809.0,THIRUVIDAIMARUDUR,True,False,0.0,False,False,False,Graduate Professional,Business,,,,Lost,63494
170,7,"KANNAIYAN, T.",M,CPI(ML)(L),576,60.0,198446,261940,THIRUVIDAMARUDUR,SC,THANJAVUR,CENTRAL REGION,14,75.76,0.29,yes,331,0.17,2.44,AETN201353,2472,2.0,CPI(ML)(L),2472.0,THIRUVIDAMARUDUR,False,True,0.0,False,False,False,8th Pass,Agriculture,,,,Lost,63494
171,1,"ANBALAGAN, G.",M,DMK,96057,71.0,197564,276506,KUMBAKONAM,GEN,THANJAVUR,CENTRAL REGION,10,71.45,48.62,no,21383,10.82,2.63,AETN192641,10192,3.0,DMK,10192.0,KUMBAKONAM,True,True,3.0,False,True,True,10th Pass,Other,,,,Won,78942
171,7,"GURUMOORTHI, D.",M,IND,234,42.0,197564,276506,KUMBAKONAM,GEN,THANJAVUR,CENTRAL REGION,10,71.45,0.12,yes,25,0.01,2.63,AETN189533,10809,2.0,IND,10809.0,KUMBAKONAM,True,True,0.0,False,False,True,10th Pass,Other,,,,Lost,78942
172,1,"Dr.JAWAHIRULLAH, M.H.",M,DMK,86567,61.0,196982,263485,PAPANASAM,GEN,THANJAVUR,CENTRAL REGION,13,74.76,43.95,no,16273,8.26,2.94,AETN190192,10192,2.0,MAMAK,11572.0,RAMANATHAPURAM,False,False,1.0,True,False,True,Doctorate,Salaried Work or Employed,Qualified Professional,,,Won,66503
172,3,"RENGASAMY, M.",M,AMMK,19778,64.0,196982,263485,PAPANASAM,GEN,THANJAVUR,CENTRAL REGION,13,74.76,10.04,yes,5054,2.57,2.94,AETN192668,24338,4.0,IND,10809.0,THANJAVUR,False,False,1.0,False,False,True,Graduate,Liberal Profession or Professional,Lawyer,,,Lost,66503
172,9,"RAJA, A.M.",M,IND,412,60.0,196982,263485,PAPANASAM,GEN,THANJAVUR,CENTRAL REGION,13,74.76,0.21,yes,160,0.08,2.94,AETN192657,10809,2.0,IND,10809.0,PAPANASAM,True,True,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost,66503
173,1,DURAI.CHANDRASEKARAN,M,DMK,103210,61.0,211430,270682,THIRUVAIYARU,GEN,THANJAVUR,CENTRAL REGION,12,78.11,48.82,no,53650,25.37,3.03,AETN207181,10192,6.0,DMK,10192.0,THIRUVAIYARU,True,True,4.0,False,True,True,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Won,59252
174,1,"NEELAMEGAM, T.K.G.",M,DMK,103772,57.0,194859,296498,THANJAVUR,GEN,THANJAVUR,CENTRAL REGION,12,65.72,53.25,no,47149,24.2,2.7,AETN276607,10192,2.0,DMK,10192.0,THANJAVUR,True,True,2.0,False,True,True,8th Pass,Agriculture,,,,Won,101639
174,10,"DINESH BABU, D.",M,IND,142,34.0,194859,296498,THANJAVUR,GEN,THANJAVUR,CENTRAL REGION,12,65.72,0.07,yes,20,0.01,2.7,AETN276618,10809,2.0,IND,10809.0,THANJAVUR,True,True,0.0,False,False,True,12th Pass,Business,,,,Lost,101639
174,13,"SABTHAGIRI, R.",M,IND,101,30.0,194859,296498,THANJAVUR,GEN,THANJAVUR,CENTRAL REGION,12,65.72,0.05,yes,0,0.0,2.7,AETN276619,10809,2.0,IND,10809.0,THANJAVUR,True,True,0.0,False,False,True,10th Pass,Labourer or Daily Wage,Mechanic,,,Lost,101639
175,1,"VAITHILINGAM, R.",M,ADMK,90063,66.0,191840,245037,ORATHANAD,GEN,THANJAVUR,CENTRAL REGION,12,78.29,46.95,no,28835,15.03,2.94,AETN192677,930,5.0,ADMK,930.0,ORATHANADU,True,True,4.0,False,False,True,12th Pass,Agriculture,,,,Won,53197
175,2,"RAMCHANDRAN, M.",M,DMK,61228,76.0,191840,245037,ORATHANAD,GEN,THANJAVUR,CENTRAL REGION,12,78.29,31.92,no,35206,18.35,2.94,AETN189560,10192,2.0,DMK,10192.0,ORATHANADU,True,True,1.0,False,True,True,Graduate Professional,Liberal Profession or Professional,Lawyer,Agriculture,,Lost,53197
175,4,"KANDHASAMY, M.",M,NTK,9050,43.0,191840,245037,ORATHANAD,GEN,THANJAVUR,CENTRAL REGION,12,78.29,4.72,yes,7009,3.65,2.94,AETN189563,5533,2.0,NTK,5533.0,ORATHANADU,True,True,0.0,False,False,True,10th Pass,Business,Contractor,,,Lost,53197
176,1,"ANNADURAI, K.",M,DMK,79065,63.0,177200,247278,PATTUKKOTTAI,GEN,THANJAVUR,CENTRAL REGION,8,71.66,44.62,no,25269,14.26,3.23,AETN272520,10192,3.0,DMK,10192.0,PATTUKKOTTAI,True,True,2.0,False,False,False,Graduate Professional,Social Work,,,,Won,70078
176,2,"RENGARAJAN, N.R.",M,ADMK,53796,57.0,177200,247278,PATTUKKOTTAI,GEN,THANJAVUR,CENTRAL REGION,8,71.66,30.36,no,30025,16.94,3.23,AETN192684,930,4.0,INC,3482.0,PATTUKKOTTAI,True,False,3.0,True,False,False,10th Pass,Agriculture,,,,Lost,70078
177,2,"THIRUGNANASAMBANDAM, S.V.",M,ADMK,65627,57.0,170850,221825,PERAVURANI,GEN,THANJAVUR,CENTRAL REGION,8,77.02,38.41,no,53473,31.3,2.33,AETN272114,930,5.0,IND,10809.0,PERAVURANI,True,False,2.0,False,False,False,12th Pass,Agriculture,,,,Lost,50975
178,1,M.Chinnadurai,M,CPM,69710,58.0,157620,211712,GANDHARVAKOTTAI,SC,PUDUKKOTTAI,CENTRAL REGION,14,74.45,44.23,no,12721,8.07,2.86,AETN189593,14635,2.0,CPM,14635.0,GANDHARVAKOTTAI,False,True,1.0,False,False,True,8th Pass,Other,,,,Won,54092
178,8,V.Rethinam,M,IND,620,57.0,157620,211712,GANDHARVAKOTTAI,SC,PUDUKKOTTAI,CENTRAL REGION,14,74.45,0.39,yes,331,0.21,2.86,AETN192706,10809,2.0,IND,10809.0,GANDHARVAKOTTAI,False,True,0.0,False,False,False,Post Graduate,Agriculture,,,,Lost,54092
179,1,VIJAYA BASKER C,M,ADMK,102179,47.0,193423,226411,VIRALIMALAI,GEN,PUDUKKOTTAI,CENTRAL REGION,22,85.43,52.83,no,23598,12.2,2.22,AETN197862,930,4.0,ADMK,930.0,VIRALIMALAI,True,True,4.0,False,True,True,Graduate Professional,Business,,,,Won,32988
179,11,ALAGURAJA.V,M,BSP,263,45.0,193423,226411,VIRALIMALAI,GEN,PUDUKKOTTAI,CENTRAL REGION,22,85.43,0.14,yes,22,0.01,2.22,AETN189610,16651,2.0,BSP,16651.0,VIRALIMALAI,True,True,0.0,False,False,True,Others,Small Business or Self-employed,Self-employed,,,Lost,32988
180,2,KARTHIK THONDAIMAN,M,ADMK,72801,49.0,179892,246630,PUDUKKOTTAI,GEN,PUDUKKOTTAI,CENTRAL REGION,21,72.94,40.47,no,61298,34.07,2.56,AETN189618,930,2.0,ADMK,930.0,PUDUKKOTTAI,True,True,0.0,False,False,True,Graduate,Business,Real Estate or Builder or Developer or Construction,,,Lost,66738
180,17,M . RAJINIKANTH,M,IND,90,38.0,179892,246630,PUDUKKOTTAI,GEN,PUDUKKOTTAI,CENTRAL REGION,21,72.94,0.05,yes,1,0.0,2.56,AETN195694,10809,2.0,IND,10809.0,PUDUKKOTTAI,True,True,0.0,False,False,False,Graduate,Other,,,,Lost,66738
181,1,S.REGUPATHY,M,DMK,71349,70.0,174031,229441,THIRUMAYAM,GEN,PUDUKKOTTAI,CENTRAL REGION,22,75.85,41.0,no,1382,0.79,2.94,AETN197851,10192,7.0,DMK,10192.0,THIRUMAYAM,True,True,3.0,False,True,True,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Won,55410
181,2,P.K.VAIRAMUTHU,M,ADMK,69967,66.0,174031,229441,THIRUMAYAM,GEN,PUDUKKOTTAI,CENTRAL REGION,22,75.85,40.2,no,54823,31.5,2.94,AETN189635,930,3.0,ADMK,930.0,THIRUMAYAM,True,True,1.0,False,False,True,12th Pass,Agriculture,,,,Lost,55410
181,11,M. DURAIRAJAN,M,IND,365,52.0,174031,229441,THIRUMAYAM,GEN,PUDUKKOTTAI,CENTRAL REGION,22,75.85,0.21,yes,50,0.03,2.94,AETN189641,10809,2.0,IND,10809.0,THIRUMAYAM,True,True,0.0,False,False,True,8th Pass,Labourer or Daily Wage,Auto-rickshaw Driver,,,Lost,55410
182,1,SIVA.V.MEYYANATHAN,M,DMK,87935,52.0,171842,218990,ALANGUDI,GEN,PUDUKKOTTAI,CENTRAL REGION,11,78.47,51.17,no,25847,15.04,2.5,AETN189646,10192,2.0,DMK,10192.0,ALANGUDI,True,True,2.0,False,True,True,Post Graduate,Politics,MLA,Agriculture,,Won,47148
183,1,RAMACHANDRAN T,M,INC,81835,40.0,168048,239350,ARANTANGI,GEN,PUDUKKOTTAI,CENTRAL REGION,22,70.21,48.7,no,30893,18.38,2.94,AETN271717,3482,2.0,INC,3482.0,ARANTHANGI,True,True,1.0,False,False,True,Graduate Professional,Business,,Politics,Party Worker,Won,71302
183,2,RAJANAYAGAM M,M,ADMK,50942,56.0,168048,239350,ARANTANGI,GEN,PUDUKKOTTAI,CENTRAL REGION,22,70.21,30.31,no,32482,19.33,2.94,AETN192764,930,2.0,ADMK,930.0,ARANTHANGI,True,True,1.0,False,False,False,10th Pass,Business,,,,Lost,71302
183,3,HUMAYUN KABIR M I,M,NTK,18460,53.0,168048,239350,ARANTANGI,GEN,PUDUKKOTTAI,CENTRAL REGION,22,70.21,10.98,yes,13761,8.19,2.94,AETN189541,5533,2.0,NTK,5533.0,PAPANASAM,False,True,0.0,False,False,True,Graduate,Other,,,,Lost,71302
184,8,N.Baluswamy,M,BSP,652,49.0,212456,320785,KARAIKUDI,GEN,SIVAGANGA,SOUTHERN REGION,13,66.23,0.31,yes,104,0.05,4.0,AETN192776,16651,2.0,BSP,16651.0,KARAIKUDI,True,True,0.0,False,False,False,5th Pass,Labourer or Daily Wage,,,,Lost,108329
185,1,KR.PERIYAKARUPPAN,M,DMK,103682,61.0,210766,292811,TIRUPPATTUR,GEN,SIVAGANGA,SOUTHERN REGION,26,71.98,49.19,no,37374,17.73,2.94,AETN272085,10192,3.0,IND,10809.0,TIRUPPATTUR,True,False,2.0,False,False,True,Graduate,Agriculture,,,,Won,82045
185,5,K.K.UMADHEVAN,M,AMMK,7448,67.0,210766,292811,TIRUPPATTUR,GEN,SIVAGANGA,SOUTHERN REGION,26,71.98,3.53,yes,6586,3.12,2.94,AETN195723,24338,3.0,ADMK,930.0,TIRUPPATTUR,True,False,1.0,True,False,False,,,,,,Lost,82045
187,1,Tamilarasi A.,F,DMK,89364,44.0,203061,281833,MANAMADURAI,SC,SIVAGANGA,SOUTHERN REGION,13,72.05,44.01,no,14091,6.94,2.94,AETN192803,10192,2.0,DMK,10192.0,MANAMADURAI,True,True,1.0,False,False,False,Graduate,Politics,Party Worker,Agriculture,,Won,78772
187,3,Shanmugapriya M.,F,NTK,23228,28.0,203061,281833,MANAMADURAI,SC,SIVAGANGA,SOUTHERN REGION,13,72.05,11.44,yes,12997,6.4,2.94,AETN276420,5533,2.0,NTK,5533.0,MANAMADURAI,True,True,0.0,False,False,True,Graduate,Other,,,,Lost,78772
187,4,Mariappankennady S.,M,AMMK,10231,45.0,203061,281833,MANAMADURAI,SC,SIVAGANGA,SOUTHERN REGION,13,72.05,5.04,yes,7974,3.93,2.94,AETN189725,24338,3.0,IND,10809.0,MANAMADURAI,True,False,1.0,False,False,True,Graduate,Business,Real Estate or Builder or Developer or Construction,,,Lost,78772
187,5,Sivasankari P.,F,MNM,2257,42.0,203061,281833,MANAMADURAI,SC,SIVAGANGA,SOUTHERN REGION,13,72.05,1.11,yes,924,0.46,2.94,AETN276428,24404,2.0,IND,10809.0,MANAMADURAI,True,False,0.0,False,False,True,Graduate,Agriculture,,,,Lost,78772
187,14,Karuppaiah S.,M,IND,84,58.0,203061,281833,MANAMADURAI,SC,SIVAGANGA,SOUTHERN REGION,13,72.05,0.04,yes,0,0.0,2.94,AETN189807,10809,3.0,IND,10809.0,MANAMADURAI,True,True,0.0,False,False,True,5th Pass,Agriculture,,,,Lost,78772
188,1,PERIYAPULLAN @ SELVAM  P.,M,ADMK,83344,49.0,182782,246237,MELUR,GEN,MADURAI,SOUTHERN REGION,15,74.23,45.6,no,35162,19.24,3.12,AETN189737,930,2.0,ADMK,930.0,MELUR,True,True,2.0,False,True,True,Graduate,Politics,MP,,,Won,63455
188,16,DHARMAR  P.,M,IND,95,38.0,182782,246237,MELUR,GEN,MADURAI,SOUTHERN REGION,15,74.23,0.05,yes,0,0.0,3.12,AETN189753,10809,2.0,IND,10809.0,MELUR,True,True,0.0,False,False,True,,,,,,Lost,63455
189,1,MOORTHY P,M,DMK,122729,62.0,237892,333462,MADURAI EAST,GEN,MADURAI,SOUTHERN REGION,15,71.34,51.59,no,49604,20.85,2.7,AETN270994,10192,3.0,DMK,10192.0,MADURAI EAST,True,True,2.0,False,True,True,12th Pass,Small Business or Self-employed,,Politics,MLA,Won,95570
189,12,JEYAKUMAR P,M,IND,232,50.0,237892,333462,MADURAI EAST,GEN,MADURAI,SOUTHERN REGION,15,71.34,0.1,yes,80,0.03,2.7,AETN195216,10809,2.0,IND,10809.0,MADURAI CENTRAL,False,True,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost,95570
190,2,MANICKAM K,M,ADMK,67195,55.0,175361,220607,SHOLAVANDAN,SC,MADURAI,SOUTHERN REGION,20,79.49,38.32,no,53259,30.37,2.56,AETN189776,930,2.0,ADMK,930.0,SHOLAVANDAN,True,True,1.0,False,True,True,Others,Agriculture,,,,Lost,45246
190,9,KANDAVEL S,M,IND,294,44.0,175361,220607,SHOLAVANDAN,SC,MADURAI,SOUTHERN REGION,20,79.49,0.17,yes,44,0.03,2.56,AETN189783,10809,2.0,IND,10809.0,SHOLAVANDAN,True,True,0.0,False,False,True,,,,,,Lost,45246
191,1,THALAPATHI G,M,DMK,73010,65.0,156556,246157,MADURAI NORTH,GEN,MADURAI,SOUTHERN REGION,15,63.6,46.64,no,22916,14.64,2.94,AETN200516,10192,5.0,DMK,10192.0,MADURAI WEST,False,True,2.0,False,False,True,10th Pass,Politics,Party Worker,Agriculture,,Won,89601
191,12,VOLTAIRE M J,M,SUCI,115,52.0,156556,246157,MADURAI NORTH,GEN,MADURAI,SOUTHERN REGION,15,63.6,0.07,yes,10,0.01,2.94,AETN195023,8082,3.0,SUCI,8082.0,MADURAI NORTH,True,True,0.0,False,False,True,Post Graduate,Politics,Party Worker,,,Lost,89601
192,1,BOOMINATHAN.M,M,DMK,62812,61.0,147833,231713,MADURAI SOUTH,GEN,MADURAI,SOUTHERN REGION,13,63.8,42.49,no,6515,4.41,2.86,AETN197556,10192,5.0,MDMK,11601.0,MADURAI SOUTH,True,False,1.0,True,False,True,,Business,Real Estate or Builder or Developer or Construction,Retired or Pension,,Won,83880
192,2,SARAVANAN. S.S,M,ADMK,56297,45.0,147833,231713,MADURAI SOUTH,GEN,MADURAI,SOUTHERN REGION,13,63.8,38.08,no,43476,29.41,2.86,AETN189811,930,2.0,ADMK,930.0,MADURAI SOUTH,True,True,1.0,False,True,True,Post Graduate,Salaried Work or Employed,Engineer,,,Lost,83880
193,1,PALANIVEL THIAGA RAJAN,M,DMK,73205,55.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,48.99,no,34176,22.87,3.03,AETN189823,10192,2.0,DMK,10192.0,MADURAI CENTRAL,True,True,2.0,False,True,True,Doctorate,Salaried Work or Employed,Qualified Professional,,,Won,95416
193,10,THAVAMANI A,M,BSP,286,55.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,0.19,yes,22,0.01,3.03,GETN271793,16651,2.0,BSP,16651.0,MADURAI CENTRAL,True,True,0.0,False,False,True,5th Pass,Labourer or Daily Wage,,,,Lost,95416
193,15,SATHIYENDRAN N,M,IND,51,39.0,149430,244846,MADURAI CENTRAL,GEN,MADURAI,SOUTHERN REGION,14,61.03,0.03,yes,0,0.0,3.03,AETN189837,10809,2.0,IND,10809.0,MADURAI CENTRAL,True,True,0.0,False,False,True,Graduate,Small Business or Self-employed,Self-employed,,,Lost,95416
